,Unnamed: 0,Restaurant_Name,Restaurant_rated,Review_Written_By,User_Rated_Restaurant,Written_Review,Sentiment_Rating
735,735,Toit,4.7,Rishi Ramchandani,5.0,"An amazing place with freshly brewed beers and some awesome cocktails too. They have really yummy pizzas. The Andhra chilly chicken is a must try. The pandi curry and the okra chips are superb. The ambience is very lively with really pretty mirrors. The desserts filtar kaapi pot du creme is yummy. The cheesecake is a little too sweet.
But overall the place is a must visit.
Also make sure you reserve a table especially on the weekends.",1
736,736,Toit,4.7,Ankit Panda,4.0,"The ever famous Bangalore brewery has finally arrived to Pune and it comes with a bang! A perfect place for spending your sunday afternoon with soo many choices of beers to try from and food which complements those drinks on a summer day.

The beers come in two sizes, half pint(250 ml) and full pint(500 ml) and there are other alcohol options as well. We ordered the following beers:

Toit Weiss - The classic bavarian wheat ale and
Tintin Toit - belgian white beer, which are lighter beers on the menu
Dark Night - the authentic irish stout beer taste with the aroma of chocolate and coffee to be found in its froth.

The beer experience was topped by the amazing food which came alongside it....read more",1
737,737,Toit,4.7,Bhagyendrasinh Chudasama (Baggy),4.0,"Alot has been spoken and written about this place so my friends had to emphasize on being here. The place was packed even on a Wednesday and with great difficulty I could get a table. The service is top notch and the staff is really very good.

What I tried?
I tried the...
Mac N Cheese Balls
Chicken Wings
Grilled Baby Corn
Calamari Fritto
Fish n Chips
Tiramisu
Filter Kaapi Pot du Crème (Show Stealer)

Food: 4/5
Service: 4/5
Ambience: 4/5

Overall a 4/5 from me.",1
738,738,Toit,4.7,Juhi,4.0,"This newbie is quite a popular place, have been there thrice at different times of the day and it was packed all the three times! The crowd is great, the ambience is classy, the music goes well with the overall feel of the place, the decors are kinda victorian and unique in its own way. The space is humongous, they have indoor, outdoor and rooftop seatings, the service is good, and so is the food. Their nachos are a must try! Also, their beers are fresh and crisp, shouldn’t be missed at all.",1
739,739,Toit,4.7,Nisarga Ekbote,4.0,"A nice place tucked away in Kalyani Nagar.
They have converted a old stable into a restaurant. The interiors and well done and has an old school vibe to it! For dinner we had chicken wings, beer batter prawns, grilled cottage cheese and fig mutton pizza. There should be a bit more food options on the menu. The special tap beer was not available at that time. So we had the Pune brewed beer.",1
741,741,Toit,4.7,Venkatesh Vijaywargi,4.0,"Visited this place on a Friday night and the crowd was already buzzing, thanks to some awesome lager beer that they serve and beautiful ambience. DJ played mix of old and new English song. Overall a great place to chill and enjoy. Would recommend a visit.",1
742,742,Toit,4.7,Sandeep Agarwal,4.0,"Finally, Toit is here to serve us some awesome beers on tap. Have been to Toit in Bengaluru as well and the experience here is no different.

Toit has both indoor and large al fresco seating layout. Despite this, it is recommended to book a table in advance as it is always full with it's patrons even on weekdays.

It ticks all the boxes to make it's customers happy. Perfect beers, good music, nice service and mind blowing ambience. What else one can ask for?
Food was not great though else it deserves 5 star.

We had okra podi chips, wheat baked nachos which were not at all tasty, mac n cheese ball - good one and pesto roasted veg pizza: decent one.

- With read more",1
743,743,Toit,4.7,Varun Sharma,5.0,"One of Bangalore's best is here in Pune and it matches the original on all counts. Food, beverages, ambiance and feel.. It ticks all the right boxes!",1
744,744,Toit,4.7,Swati Mittal,1.0,Forget value for money and time.. you won't even get food that you can eat.. mocktails are sugar syrup.. just the ambience is good.. service is really slow.. and food is horrible.. I won't even eat it for free..,0
745,745,Toit,4.7,Abhishek Ingle,5.0,"Their brews are really nice. Been here couple of times & my favourites are tintin & weiss toit. Irish red ale is good for the kick but gives me headache later.
Munchies are decent, nothing to write much about.
Ambience is really nice, seating is comfortable & space doesn't feel cramped unlike some overhyped animal themed places around 👀
Place is jam packed on the weekends so make sure you get there around 8pm for a large group.

Cheers!",1
746,746,Toit,4.7,Yashi Gupta,5.0,"I visited Toit with a couple of friends who love Beer on a Saturday night. And God, it was full at 8 PM.
The staff was very generous to help us with a table quickly, realising that we were accompanied by a small baby.

We were already full so just ordered Baked Veg Nachos and couple of beers.
The Nachos were good, different and Baked, but missed tangy flavour. If served with Salsa, the taste would definable lift.
For drinks we had their Pune Lager, Bavarian Ale and Dark Night. I personally loved Pune Lager and I am someone who is not a fan of stout beer, but, this Dark Night was the best one I have had so far.

The interiors are amazing, music was very good and swift service. Will be...read more",1
747,747,Toit,4.7,Raja Rajan,4.0,The beer and food was awesome. Nice place to hang out. The beef fry Kerala style was nice with beef cooked well. Kuzhi Paniyaram too was authentic with lamb keema stuffed. The tiramisu was mind blowing. Must try this dessert.,1
748,748,Toit,4.7,Manneel Achantani,4.0,"Great ambience

Beer : 5/5
Cocktails : 5/5
Food : 3.5/5
Service : 4/5

Tried brain fry dry it was excellent, Mac n cheese balls too were yummy. But the farmers salad with chicken and chicken Biryani was a disappointment.",1
749,749,Toit,4.7,Rishikesh Kunte,5.0,"This one is quite easily the best brewery in Pune right now. The beers are delicious and perfectly brewed. The Hefeweizen and Belgian Wit are easily the best ones. Other beers are great as well. The food is amazing and the ambience is exotic! And the best part is that the place is priced very well. Love this one, don't miss out on the great beers and yummy food.",1
750,750,Toit,4.7,Ritu Gagwani,4.0,"Though a Bangalore based place, this place is the talk of the town currently. 
It’s a massive place with really lovely décor and the place is able to attract lots of crowd. The main thing about this place is that it offers parking and its very convenient for people to come and park without wasting much time.

The ambiance is lively and it is a place for beer lovers. The Dj plays some old English numbers which will make you go back in past time of your life. There is no compromise on service, considering the place to be huge.

Though I don't drink beer, I heard from a few of my friends that their Beers is good. Tried their Sangria which was not bad but not great either. Tried their G...read more",1
751,751,Toit,4.7,Amey Pawar,5.0,"Visited TOIT in last week of February 2019 with my college friends and it was a delightful experience. Superb ambience and as you step in the restaurant, you get those good vibes. Some good crafted beer in stock, we tried the Belgian white beer (TinTin), Bavarian wheat ale and Lemongrass (Speciality of the Day). I personally liked the TinTin. The food is delicious and overall good service...!!!",1
752,752,Toit,4.7,Shivam Neekhra,5.0,"One of the best places to hang out in pune , it's a very big and spacious place offering their own brewed beer , the interiors have been very tastefully done and the music is just right . They have attended to the minutest of the details . No hassles for parking as they have valet.",1
753,753,Toit,4.7,Farzan Surty,5.0,Loved the vibe... Drinks (Stout)... Amazing ambience... Fab Andhra chicken... No complaints for Burger either... Went for Old Fashion (not in the menu)...,1
754,754,Toit,4.7,Raashika Raghuwanshi,4.0,"Pune is warmly welcoming outlets from Bangalore and loving them a lot.

What's better than a cold beer on a sunny day? The water droplets dripping on the side of the glass, a sip of the cold brew will be the absolute relaxation you need.

The staff is very sweet and gracious, service is fast and the ambience is spacious, elegant and cheerful.",1
755,755,Toit,4.7,Clara Vaz,4.0,"Been to Toit in Bangalore which was lovely, that's the only reason I decided to come here.
Pune TOIT needs to be better equipped to handle their customers, especially on a weekend! Can you please recruit and train your staff to handle volumes!!

Absolutely no complaints about the food or drinks... Once we were eventually served.
Servers at the bar were rude!!
Please work on the service and maybe not get testy with the customers. Try it with a smile ;)",1
